編號,地震時間,經度,緯度,規模,深度,位置,震度
小區域有感地震,2012/3/2 16:43,121.49,24.41,2.8,6.5,宜蘭縣政府西南方  45.1  公里 (位於宜蘭縣南澳鄉)(宜蘭縣南澳鄉),3
192,2012/3/4 14:21,120.86,22.64,3.9,7.5,台東縣政府西偏南方  32.1  公里 (位於台東縣金峰鄉)(台東縣金峰鄉),2
小區域有感地震,2012/3/4 17:24,121.71,24.68,2.6,8.4,宜蘭縣政府西南方  8.3  公里 (位於宜蘭縣三星鄉)(宜蘭縣三星鄉),3
191,2012/3/5 01:52,121.63,24.3,3.4,22.1,花蓮縣政府北方  34.2  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉),3
小區域有感地震,2012/3/5 17:54,121.03,24.69,3.4,6.2,新竹市政府南偏東方  14.1  公里 (位於新竹縣峨眉鄉)(新竹縣峨眉鄉),2
小區域有感地震,2012/3/5 20:47,121.46,23.79,2.7,14.7,花蓮縣政府西南方  27.6  公里 (位於花蓮縣鳳林鎮)(花蓮縣鳳林鎮),3
190,2012/3/5 20:51,121.44,23.78,4.9,14.1,花蓮縣政府西南方  30.1  公里 (位於花蓮縣萬榮鄉)(花蓮縣萬榮鄉),2
小區域有感地震,2012/3/5 21:17,121.61,24.32,3.2,26.1,花蓮縣政府北方  36.8  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉),2
小區域有感地震,2012/3/5 21:29,120.61,23.54,2.6,10.1,嘉義市政府東偏北方  17.3  公里 (位於嘉義縣梅山鄉)(嘉義縣梅山鄉),2
小區域有感地震,2012/3/5 22:43,121.74,24.32,3,10.1,花蓮縣政府北偏東方  38.9  公里 (位於宜蘭縣南澳鄉)(宜蘭縣南澳鄉),3
189,2012/3/5 23:46,120.41,22.46,3.2,25.4,高雄市政府南偏東方  20.2  公里 (位於屏東縣近海)(屏東縣近海),3
小區域有感地震,2012/3/6 00:03,121.82,24.39,3,11.2,宜蘭縣政府南方  38.2  公里 (位於宜蘭縣近海)(宜蘭縣近海),2
小區域有感地震,2012/3/6 09:07,121.92,24.47,2.7,18.3,宜蘭縣政府南偏東方  33.1  公里 (位於宜蘭縣近海)(宜蘭縣近海),3
小區域有感地震,2012/3/6 22:11,121.94,24.41,3,21,宜蘭縣政府南偏東方  39.6  公里 (位於台灣東部海域)(台灣東部海域),3
小區域有感地震,2012/3/7 13:48,120.9,23.46,4.4,3.7,嘉義市政府東方  45.9  公里 (位於高雄市桃源區)(高雄市桃源區),2
小區域有感地震,2012/3/7 13:54,120.9,23.48,3.5,4.5,雲林縣政府東偏南方  45.7  公里 (位於南投縣信義鄉)(南投縣信義鄉),2
小區域有感地震,2012/3/7 14:21,120.9,23.47,4.1,3.7,嘉義市政府東方  45.9  公里 (位於嘉義縣阿里山鄉)(嘉義縣阿里山鄉),3
小區域有感地震,2012/3/7 21:49,120.9,23.47,3.4,3.8,嘉義市政府東方  46.1  公里 (位於嘉義縣阿里山鄉)(嘉義縣阿里山鄉),3
214,2012/3/8 05:54,120.91,23.47,5.3,4.4,嘉義市政府東方  46.3  公里 (位於嘉義縣阿里山鄉)(嘉義縣阿里山鄉),1
小區域有感地震,2012/3/9 08:04,121.31,22.85,3.2,9.6,台東縣政府東偏北方  19.6  公里 (位於台灣東部海域)(台灣東部海域),4
小區域有感地震,2012/3/9 18:16,121.94,24.5,4.1,59.1,宜蘭縣政府東南方  31.5  公里 (位於台灣東部海域)(台灣東部海域),1
小區域有感地震,2012/3/11 02:54,121.89,24.23,4.5,52.8,花蓮縣政府東北方  38.6  公里 (位於台灣東部海域)(台灣東部海域),3
小區域有感地震,2012/3/11 09:56,120.79,23.87,3.1,26.5,南投縣政府東偏南方  10.7  公里 (位於南投縣中寮鄉)(南投縣中寮鄉),1
小區域有感地震,2012/3/14 04:34,121.54,23.71,2.5,5.4,花蓮縣政府南偏西方  31.8  公里 (位於花蓮縣豐濱鄉)(花蓮縣豐濱鄉),2
小區域有感地震,2012/3/15 01:59,121.47,23.92,2.8,13,花蓮縣政府西偏南方  17.3  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉),3
小區域有感地震,2012/3/16 16:18,121.61,24.02,2.9,7.7,花蓮縣政府北方  3.5  公里 (位於花蓮縣新城鄉)(花蓮縣新城鄉),2
小區域有感地震,2012/3/18 02:09,121.67,23.92,3.5,51.2,花蓮縣政府東南方  9.7  公里 (位於花蓮縣近海)(花蓮縣近海),4
小區域有感地震,2012/3/18 19:58,121.77,24.37,2.7,15.9,宜蘭縣政府南方  40.1  公里 (位於宜蘭縣南澳鄉)(宜蘭縣南澳鄉),3
小區域有感地震,2012/3/19 06:38,122.46,23.96,4.9,25.2,花蓮縣政府東方  85.5  公里 (位於台灣東部海域)(台灣東部海域),3
小區域有感地震,2012/3/19 14:08,121.62,24.02,2.4,7.6,花蓮縣政府北方  3.4  公里 (位於花蓮縣花蓮市)(花蓮縣花蓮市),4
213,2012/3/19 20:57,121.28,22.53,5,67.8,台東縣政府南偏東方  28.5  公里 (位於台灣東部海域)(台灣東部海域),2
小區域有感地震,2012/3/20 02:40,121.45,24.32,3.9,5.9,花蓮縣政府北偏西方  40.4  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉),2
小區域有感地震,2012/3/22 07:17,121.45,24.33,2.9,5.9,花蓮縣政府北偏西方  41.1  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉),3
212,2012/3/22 07:44,121.46,24.32,4.6,5.2,花蓮縣政府北偏西方  39.7  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉),2
211,2012/3/22 14:36,120.99,23.18,3.5,7.1,台東縣政府北偏西方  49.6  公里 (位於台東縣海端鄉)(台東縣海端鄉),3
小區域有感地震,2012/3/22 16:48,121.52,22.04,2.6,14.9,台東縣政府南偏東方  87.8  公里 (位於台東縣蘭嶼鄉)(台東縣蘭嶼鄉),1
210,2012/3/23 04:50,121.49,21.99,4.2,14.1,台東縣政府南偏東方  91.3  公里 (位於台灣東南部海域)(台灣東南部海域),3
209,2012/3/23 18:20,121.82,24.31,3,13.9,花蓮縣政府北偏東方  40.5  公里 (位於花蓮縣近海)(花蓮縣近海),4
小區域有感地震,2012/3/24 00:04,121.4,23.19,3,21.3,台東縣政府北偏東方  54.1  公里 (位於台東縣近海)(台東縣近海),3
小區域有感地震,2012/3/24 07:52,121.22,21.99,4,31.3,台東縣政府南方  85.2  公里 (位於台灣東南部海域)(台灣東南部海域),3
208,2012/3/24 13:04,122.01,24.81,4.2,6.4,宜蘭縣政府東偏北方  26.6  公里 (位於台灣東部海域)(台灣東部海域),4
207,2012/3/24 13:58,121.54,24.11,3.4,17.8,花蓮縣政府西北方  15.0  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉),3
小區域有感地震,2012/3/24 23:03,121.85,24.47,2.4,7.2,宜蘭縣政府南偏東方  30.5  公里 (位於宜蘭縣近海)(宜蘭縣近海),3
小區域有感地震,2012/3/24 23:03,121.03,23.98,3.8,15,南投縣政府東偏北方  36.0  公里 (位於南投縣埔里鎮)(南投縣埔里鎮),1
小區域有感地震,2012/3/24 23:35,120.6,23.04,3.2,19.4,屏東縣政府北偏東方  40.9  公里 (位於高雄市杉林區)(高雄市杉林區),3
小區域有感地震,2012/3/25 01:27,121.02,22.24,3.8,11.5,台東縣政府南偏西方  58.9  公里 (位於台灣東部海域)(台灣東部海域),3
206,2012/3/25 06:15,121.65,24.06,4.8,27.7,花蓮縣政府北偏東方  8.5  公里 (位於花蓮縣近海)(花蓮縣近海),2
小區域有感地震,2012/3/25 08:49,121.61,23.96,3,9.2,花蓮縣政府南偏西方  3.2  公里 (位於花蓮縣近海)(花蓮縣近海),2
205,2012/3/25 10:42,121.62,23.95,3.2,6.8,花蓮縣政府南方  4.7  公里 (位於花蓮縣近海)(花蓮縣近海),1
小區域有感地震,2012/3/25 20:06,121.61,23.95,2.3,5.9,花蓮縣政府南方  4.4  公里 (位於花蓮縣近海)(花蓮縣近海),3
小區域有感地震,2012/3/26 03:58,121.03,22.23,3.7,11.2,台東縣政府南偏西方  59.2  公里 (位於台灣東部海域)(台灣東部海域),3
204,2012/3/28 03:08,121.02,22.24,4.3,12.6,台東縣政府南偏西方  59.0  公里 (位於台灣東部海域)(台灣東部海域),2
小區域有感地震,2012/3/28 21:30,120.99,24.71,2.2,6.9,新竹市政府南方  10.4  公里 (位於新竹縣峨眉鄉)(新竹縣峨眉鄉),3
小區域有感地震,2012/3/29 05:58,121.31,22.71,3.8,32.1,台東縣政府東偏南方  17.4  公里 (位於台灣東部海域)(台灣東部海域),4
小區域有感地震,2012/3/30 16:57,121.48,24.37,2.9,6.7,花蓮縣政府北偏西方  44.5  公里 (位於宜蘭縣南澳鄉)(宜蘭縣南澳鄉),4
小區域有感地震,2012/3/31 09:28,121.6,24.03,2.8,8.4,花蓮縣政府北偏西方  4.4  公里 (位於花蓮縣新城鄉)(花蓮縣新城鄉),3
小區域有感地震,2012/4/2 10:56,121.6,24.03,3,8.6,花蓮縣政府北偏西方  4.5  公里 (位於花蓮縣新城鄉)(花蓮縣新城鄉),5
小區域有感地震,2012/4/2 18:28,121.71,24.22,2.4,13,花蓮縣政府北偏東方  27.3  公里 (位於花蓮縣近海)(花蓮縣近海),1
小區域有感地震,2012/4/3 04:41,121.6,24.04,2.4,6,花蓮縣政府北偏西方  5.9  公里 (位於花蓮縣新城鄉)(花蓮縣新城鄉),1
39,2012/4/4 11:51,120.77,22.73,3.7,23.5,屏東縣政府東方  29.3  公里 (位於屏東縣霧台鄉)(屏東縣霧台鄉),3
小區域有感地震,2012/4/4 14:09,121.3,23,3,16.8,台東縣政府北偏東方  31.5  公里 (位於台東縣成功鎮)(台東縣成功鎮),2
小區域有感地震,2012/4/4 18:40,120.78,22.73,3.7,25.1,屏東縣政府東方  30.2  公里 (位於屏東縣霧台鄉)(屏東縣霧台鄉),1
38,2012/4/4 23:06,120.74,22.73,3.9,23.7,屏東縣政府東方  26.7  公里 (位於屏東縣霧台鄉)(屏東縣霧台鄉),4
37,2012/4/6 09:08,120.75,22.75,6.4,26.3,屏東縣政府東偏北方  28.4  公里 (位於屏東縣霧台鄉)(屏東縣霧台鄉),2
小區域有感地震,2012/4/6 09:13,121.6,23.92,2.7,6.2,花蓮縣政府南偏西方  8.0  公里 (位於花蓮縣壽豐鄉)(花蓮縣壽豐鄉),2
小區域有感地震,2012/4/6 14:51,121.62,24.03,2.9,9.5,花蓮縣政府北方  4.5  公里 (位於花蓮縣新城鄉)(花蓮縣新城鄉),1
小區域有感地震,2012/4/7 05:54,121.62,24.03,2.7,8.9,花蓮縣政府北方  3.9  公里 (位於花蓮縣新城鄉)(花蓮縣新城鄉),1
小區域有感地震,2012/4/7 06:44,121.6,24.03,2.2,7.7,花蓮縣政府北偏西方  5.0  公里 (位於花蓮縣新城鄉)(花蓮縣新城鄉),3
小區域有感地震,2012/4/7 20:24,121.61,24.03,3.1,10.1,花蓮縣政府北方  4.6  公里 (位於花蓮縣新城鄉)(花蓮縣新城鄉),2
小區域有感地震,2012/4/8 03:59,121.61,24.02,2.6,9.7,花蓮縣政府北偏西方  2.9  公里 (位於花蓮縣新城鄉)(花蓮縣新城鄉),1
小區域有感地震,2012/4/8 13:34,121.62,24.02,3,9.4,花蓮縣政府北方  3.1  公里 (位於花蓮縣花蓮市)(花蓮縣花蓮市),2
小區域有感地震,2012/4/8 17:33,121.6,24.02,2.5,10,花蓮縣政府北偏西方  4.1  公里 (位於花蓮縣新城鄉)(花蓮縣新城鄉),2
小區域有感地震,2012/4/9 05:43,121.62,24.03,2.9,10.7,花蓮縣政府北方  3.9  公里 (位於花蓮縣新城鄉)(花蓮縣新城鄉),1
小區域有感地震,2012/4/10 02:11,121.6,24.03,3.1,11,花蓮縣政府北偏西方  4.2  公里 (位於花蓮縣新城鄉)(花蓮縣新城鄉),3
36,2012/4/11 22:46,121.59,24.04,3.6,3.9,花蓮縣政府西北方  5.9  公里 (位於花蓮縣新城鄉)(花蓮縣新城鄉),3
35,2012/4/12 17:31,121.61,24.02,3.7,9.9,花蓮縣政府北偏西方  3.7  公里 (位於花蓮縣新城鄉)(花蓮縣新城鄉),2
小區域有感地震,2012/4/12 18:39,121.59,23.92,2.6,5.8,花蓮縣政府南偏西方  8.5  公里 (位於花蓮縣壽豐鄉)(花蓮縣壽豐鄉),3
小區域有感地震,2012/4/12 19:25,121.61,24.03,2.4,8.7,花蓮縣政府北偏西方  4.7  公里 (位於花蓮縣新城鄉)(花蓮縣新城鄉),1
34,2012/4/15 03:56,121.62,24.02,3.6,9.1,花蓮縣政府北方  3.1  公里 (位於花蓮縣花蓮市)(花蓮縣花蓮市),3
33,2012/4/16 20:52,121.64,23.49,4.2,48.2,花蓮縣政府南方  55.5  公里 (位於台灣東部海域)(台灣東部海域),4
32,2012/4/16 23:45,121.63,24.01,3.8,9.9,花蓮縣政府北偏東方  1.8  公里 (位於花蓮縣花蓮市)(花蓮縣花蓮市),4
小區域有感地震,2012/4/18 14:29,121.95,23.9,3.5,39,花蓮縣政府東偏南方  35.3  公里 (位於台灣東部海域)(台灣東部海域),3
小區域有感地震,2012/4/19 09:58,120.99,23.99,3.5,25,南投縣政府東偏北方  31.7  公里 (位於南投縣埔里鎮)(南投縣埔里鎮),4
小區域有感地震,2012/4/19 12:09,120.44,23.31,3.1,7.9,嘉義市政府南方  19.4  公里 (位於台南市東山區)(台南市東山區),4
小區域有感地震,2012/4/19 17:19,121.96,24.83,3.7,8.4,宜蘭縣政府東偏北方  22.5  公里 (位於台灣東部海域)(台灣東部海域),4
小區域有感地震,2012/4/20 03:21,121.5,24.36,3,6.1,花蓮縣政府北偏西方  43.1  公里 (位於宜蘭縣南澳鄉)(宜蘭縣南澳鄉),2
小區域有感地震,2012/4/24 17:13,121.3,23.47,2.9,9.4,花蓮縣政府南偏西方  65.9  公里 (位於花蓮縣卓溪鄉)(花蓮縣卓溪鄉),2
31,2012/4/25 01:16,121.59,23.68,4.3,21.4,花蓮縣政府南方  34.9  公里 (位於花蓮縣近海)(花蓮縣近海),2
小區域有感地震,2012/4/25 09:02,121.08,22.06,3.8,27.4,台東縣政府南方  76.8  公里 (位於台灣東部海域)(台灣東部海域),1
小區域有感地震,2012/4/27 22:48,120.72,23.31,2.8,6.4,嘉義市政府東偏南方  33.2  公里 (位於高雄市那瑪夏區)(高雄市那瑪夏區),2
小區域有感地震,2012/4/27 23:09,121.02,22.41,3.6,13,台東縣政府南偏西方  40.7  公里 (位於台灣東部海域)(台灣東部海域),1
小區域有感地震,2012/4/28 04:54,121.95,24.83,3.3,8.4,宜蘭縣政府東偏北方  21.8  公里 (位於台灣東部海域)(台灣東部海域),3
30,2012/4/28 05:08,120.23,23.05,3.1,15.6,台南市政府東北方  7.4  公里 (位於台南市永康區)(台南市永康區),3
小區域有感地震,2012/4/28 19:24,120.41,23.52,2.5,8.7,嘉義市政府西北方  5.7  公里 (位於嘉義縣民雄鄉)(嘉義縣民雄鄉),3
小區域有感地震,2012/4/30 16:42,120.61,23.55,2.5,10,嘉義市政府東偏北方  17.0  公里 (位於嘉義縣梅山鄉)(嘉義縣梅山鄉),3
29,2012/5/3 02:53,121.46,23.95,3.4,25.3,花蓮縣政府西偏南方  16.9  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉),2
小區域有感地震,2012/5/5 02:21,121.94,24.83,3.8,3.2,宜蘭縣政府東偏北方  20.9  公里 (位於台灣東部海域)(台灣東部海域),2
小區域有感地震,2012/5/6 22:14,121.92,23.9,4.3,35.9,花蓮縣政府東偏南方  31.7  公里 (位於台灣東部海域)(台灣東部海域),2
28,2012/5/7 17:45,121.62,23.98,3.2,7.4,花蓮縣政府南方  1.1  公里 (位於花蓮縣近海)(花蓮縣近海),3
小區域有感地震,2012/5/9 08:21,121.04,22.41,3.6,13.6,台東縣政府南偏西方  40.0  公里 (位於台灣東部海域)(台灣東部海域),2
小區域有感地震,2012/5/9 13:20,121.01,22.42,3.1,13.6,台東縣政府南偏西方  39.9  公里 (位於台東縣近海)(台東縣近海),2
小區域有感地震,2012/5/9 22:54,121.17,22.91,4,25.8,台東縣政府北方  17.3  公里 (位於台東縣延平鄉)(台東縣延平鄉),3
小區域有感地震,2012/5/11 04:04,121.02,22.42,3.4,12.3,台東縣政府南偏西方  39.1  公里 (位於台東縣近海)(台東縣近海),3
27,2012/5/12 17:29,121.01,22.43,3.7,12.7,台東縣政府南偏西方  39.1  公里 (位於台東縣近海)(台東縣近海),2
小區域有感地震,2012/5/15 20:47,121.49,24.37,3.1,4.9,花蓮縣政府北偏西方  43.5  公里 (位於宜蘭縣南澳鄉)(宜蘭縣南澳鄉),1
26,2012/5/16 16:16,121.03,22.42,4.4,11.8,台東縣政府南偏西方  38.6  公里 (位於台灣東部海域)(台灣東部海域),2
25,2012/5/16 16:19,121.05,22.4,4.7,13.4,台東縣政府南偏西方  40.9  公里 (位於台灣東部海域)(台灣東部海域),3
24,2012/5/16 23:07,122.66,24.67,5.6,116.2,宜蘭縣政府東方  90.9  公里 (位於台灣東部海域)(台灣東部海域),1
23,2012/5/19 12:50,120.74,22.77,4.1,21.4,屏東縣政府東偏北方  28.1  公里 (位於屏東縣霧台鄉)(屏東縣霧台鄉),2
小區域有感地震,2012/5/19 17:02,121.87,24.78,3.9,89,宜蘭縣政府東偏北方  11.8  公里 (位於宜蘭縣近海)(宜蘭縣近海),1
小區域有感地震,2012/5/20 12:48,121.73,24.22,2.6,16.3,花蓮縣政府北偏東方  27.2  公里 (位於花蓮縣近海)(花蓮縣近海),3
小區域有感地震,2012/5/20 12:50,121.64,23.92,2.7,7.7,花蓮縣政府南偏東方  8.1  公里 (位於花蓮縣近海)(花蓮縣近海),4
小區域有感地震,2012/5/21 03:51,121.44,24.41,2.9,5.7,宜蘭縣政府西南方  48.3  公里 (位於宜蘭縣南澳鄉)(宜蘭縣南澳鄉),3
小區域有感地震,2012/5/21 06:39,121.6,23.98,2.4,8.4,花蓮縣政府西偏南方  2.3  公里 (位於花蓮縣花蓮市)(花蓮縣花蓮市),3
小區域有感地震,2012/5/21 11:30,121.62,24.03,2.3,8.8,花蓮縣政府北方  4.7  公里 (位於花蓮縣新城鄉)(花蓮縣新城鄉),3
小區域有感地震,2012/5/21 12:41,121.49,24.38,3.5,5.5,花蓮縣政府北偏西方  44.7  公里 (位於宜蘭縣南澳鄉)(宜蘭縣南澳鄉),3
小區域有感地震,2012/5/22 17:56,120.92,23.7,3.4,23.5,南投縣政府東南方  32.5  公里 (位於南投縣信義鄉)(南投縣信義鄉),1
52,2012/5/22 18:34,121.75,24.24,3.3,9.2,花蓮縣政府北偏東方  30.3  公里 (位於花蓮縣近海)(花蓮縣近海),4
小區域有感地震,2012/5/22 19:04,121.49,24.36,3.2,5.7,花蓮縣政府北偏西方  42.9  公里 (位於宜蘭縣南澳鄉)(宜蘭縣南澳鄉),4
小區域有感地震,2012/5/23 19:30,120.84,22.72,3,8.6,台東縣政府西方  32.0  公里 (位於台東縣卑南鄉)(台東縣卑南鄉),4
小區域有感地震,2012/5/24 00:44,121.48,24.36,3.3,7,花蓮縣政府北偏西方  43.3  公里 (位於宜蘭縣南澳鄉)(宜蘭縣南澳鄉),5
小區域有感地震,2012/5/24 11:20,121.49,24.37,3.4,5.4,花蓮縣政府北偏西方  43.7  公里 (位於宜蘭縣南澳鄉)(宜蘭縣南澳鄉),3
51,2012/5/24 11:22,121.49,24.37,4.2,5.8,花蓮縣政府北偏西方  43.7  公里 (位於宜蘭縣南澳鄉)(宜蘭縣南澳鄉),3
小區域有感地震,2012/5/24 11:25,121.6,24.02,2.6,8,花蓮縣政府北偏西方  4.1  公里 (位於花蓮縣新城鄉)(花蓮縣新城鄉),3
小區域有感地震,2012/5/24 13:14,121.59,24.02,2.4,8,花蓮縣政府西北方  4.1  公里 (位於花蓮縣新城鄉)(花蓮縣新城鄉),3
小區域有感地震,2012/5/26 11:57,121.49,23.96,2.5,15,花蓮縣政府西偏南方  14.1  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉),3
50,2012/5/27 03:40,120.56,23.14,3.5,13,嘉義市政府南偏東方  39.2  公里 (位於台南市南化區)(台南市南化區),3
小區域有感地震,2012/5/27 04:18,121.6,24.03,2.2,7.5,花蓮縣政府北偏西方  4.6  公里 (位於花蓮縣新城鄉)(花蓮縣新城鄉),2
小區域有感地震,2012/5/27 04:43,121.48,23.96,2.8,17.1,花蓮縣政府西偏南方  14.6  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉),3
小區域有感地震,2012/5/27 10:49,121.16,24.73,2.8,11.4,新竹縣政府東南方  18.2  公里 (位於新竹縣橫山鄉)(新竹縣橫山鄉),3
小區域有感地震,2012/5/27 11:45,121.49,24.36,3.2,6.1,花蓮縣政府北偏西方  43.0  公里 (位於宜蘭縣南澳鄉)(宜蘭縣南澳鄉),3
49,2012/5/27 23:10,121.59,23.25,5,42.5,台東縣政府東北方  70.7  公里 (位於台灣東部海域)(台灣東部海域),5
小區域有感地震,2012/5/27 23:11,121.79,24.71,4,78.5,宜蘭縣政府東偏南方  3.2  公里 (位於宜蘭縣五結鄉)(宜蘭縣五結鄉),4
小區域有感地震,2012/5/28 00:59,121.76,24.22,2.4,6.5,花蓮縣政府北偏東方  29.3  公里 (位於花蓮縣近海)(花蓮縣近海),1
小區域有感地震,2012/5/28 00:59,120.66,23.65,2.8,8.7,雲林縣政府東偏南方  15.1  公里 (位於南投縣竹山鎮)(南投縣竹山鎮),3
小區域有感地震,2012/5/28 02:37,121.44,23.3,3.9,25.7,台東縣政府北偏東方  66.9  公里 (位於台東縣近海)(台東縣近海),4
小區域有感地震,2012/5/28 12:46,121.01,22.57,3.5,16,台東縣政府西南方  24.9  公里 (位於台東縣近海)(台東縣近海),2
48,2012/5/28 12:49,122.24,24.78,4.8,96.5,宜蘭縣政府東方  48.3  公里 (位於台灣東部海域)(台灣東部海域),5
小區域有感地震,2012/5/30 00:32,121.49,24.38,2.9,5.7,花蓮縣政府北偏西方  44.8  公里 (位於宜蘭縣南澳鄉)(宜蘭縣南澳鄉),2
小區域有感地震,2012/5/30 05:47,120.96,24.49,2.7,5.8,苗栗縣政府東偏南方  16.3  公里 (位於苗栗縣泰安鄉)(苗栗縣泰安鄉),4
小區域有感地震,2012/5/30 06:54,121.71,24.36,3.1,18.1,宜蘭縣政府南方  41.0  公里 (位於宜蘭縣南澳鄉)(宜蘭縣南澳鄉),4
